-BEGIN HEADER-,,,,,
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data ,,,,,
Dates (month/day/year): 01/01/2010 through 07/08/2021 ,,,,,
Location: Latitude  10.7726   Longitude 106.7042 ,,,,,
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 25.1 meters   Site = na ,,,,,
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) ,,,,,
Value for missing model data cannot be computed or out of model availability range: -999 ,,,,,
Parameter(s): ,,,,,
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) ,,,,,
-END HEADER-,,,,,
LAT,LON,YEAR,MO,DY,PRECTOT
10.77261,106.70421,2011,8,19,23.24
10.77261,106.70421,2011,8,20,26.76
10.77261,106.70421,2011,8,21,107.52
10.77261,106.70421,2011,8,22,34.16
10.77261,106.70421,2011,8,23,86.92
10.77261,106.70421,2011,8,24,13.68
10.77261,106.70421,2011,8,25,36.16
10.77261,106.70421,2011,8,26,41.28
10.77261,106.70421,2011,8,27,120.12
10.77261,106.70421,2011,8,28,18.44
10.77261,106.70421,2011,8,29,45.52
10.77261,106.70421,2011,8,30,1.64
10.77261,106.70421,2011,8,31,2.32
10.77261,106.70421,2011,9,1,0.2
10.77261,106.70421,2011,9,2,1.52
10.77261,106.70421,2011,9,3,6.36
10.77261,106.70421,2011,9,4,3.64
10.77261,106.70421,2011,9,5,36.36
10.77261,106.70421,2011,9,6,11.8
10.77261,106.70421,2011,9,7,16.16
10.77261,106.70421,2011,9,8,29.72
10.77261,106.70421,2011,9,9,41.12
10.77261,106.70421,2011,9,10,29.48
10.77261,106.70421,2011,9,11,30.28
10.77261,106.70421,2011,9,12,12.84
10.77261,106.70421,2011,9,13,0.12
10.77261,106.70421,2011,9,14,0.12
10.77261,106.70421,2011,9,15,0.72
10.77261,106.70421,2011,9,16,0.96
10.77261,106.70421,2011,9,17,5.32
10.77261,106.70421,2011,9,18,17.12
10.77261,106.70421,2011,9,19,18.68
10.77261,106.70421,2011,9,20,49.36
10.77261,106.70421,2011,9,21,85.64
10.77261,106.70421,2011,9,22,39.24
10.77261,106.70421,2011,9,23,66.6
10.77261,106.70421,2011,9,24,5
10.77261,106.70421,2011,9,25,8.64
10.77261,106.70421,2011,9,26,23.08
10.77261,106.70421,2011,9,27,52
10.77261,106.70421,2011,9,28,116.2
10.77261,106.70421,2011,9,29,11.28
10.77261,106.70421,2011,9,30,6.44
10.77261,106.70421,2011,10,1,6.64
10.77261,106.70421,2011,10,2,9.04
10.77261,106.70421,2011,10,3,95.36
10.77261,106.70421,2011,10,4,20.96
10.77261,106.70421,2011,10,5,29.84
10.77261,106.70421,2011,10,6,4.8
10.77261,106.70421,2011,10,7,8.68
10.77261,106.70421,2011,10,8,31.48
10.77261,106.70421,2011,10,9,105.96
10.77261,106.70421,2011,10,10,17.72
10.77261,106.70421,2011,10,11,42.68
10.77261,106.70421,2011,10,12,59.8
10.77261,106.70421,2011,10,13,64.8
10.77261,106.70421,2011,10,14,23.68
10.77261,106.70421,2011,10,15,0.48
10.77261,106.70421,2011,10,16,1.2
10.77261,106.70421,2011,10,17,27.28
10.77261,106.70421,2011,10,18,4.44
10.77261,106.70421,2011,10,19,10.4
10.77261,106.70421,2011,10,20,15.84
10.77261,106.70421,2011,10,21,8.48
10.77261,106.70421,2011,10,22,11.6
10.77261,106.70421,2011,10,23,65.28
10.77261,106.70421,2011,10,24,0.16
10.77261,106.70421,2011,10,25,1.56
10.77261,106.70421,2011,10,26,1.32
10.77261,106.70421,2011,10,27,5.6
10.77261,106.70421,2011,10,28,9.56
10.77261,106.70421,2011,10,29,28.56
10.77261,106.70421,2011,10,30,6
10.77261,106.70421,2011,10,31,7.64
10.77261,106.70421,2011,11,1,18.52
10.77261,106.70421,2011,11,2,40.6
10.77261,106.70421,2011,11,3,23.84
10.77261,106.70421,2011,11,4,8.84
10.77261,106.70421,2011,11,5,62.84
10.77261,106.70421,2011,11,6,73.64
10.77261,106.70421,2011,11,7,74.36
10.77261,106.70421,2011,11,8,29.56
10.77261,106.70421,2011,11,9,28.12
10.77261,106.70421,2011,11,10,15.16
10.77261,106.70421,2011,11,11,106.68
10.77261,106.70421,2011,11,12,35.16
10.77261,106.70421,2011,11,13,35.8
10.77261,106.70421,2011,11,14,0.84
10.77261,106.70421,2011,11,15,1.16
10.77261,106.70421,2011,11,16,18.32
10.77261,106.70421,2011,11,17,38.72
10.77261,106.70421,2011,11,18,15.36
10.77261,106.70421,2011,11,19,10.4
10.77261,106.70421,2011,11,20,23.24
10.77261,106.70421,2011,11,21,40.12
10.77261,106.70421,2011,11,22,0
10.77261,106.70421,2011,11,23,1.2
10.77261,106.70421,2011,11,24,3.28
10.77261,106.70421,2011,11,25,0
10.77261,106.70421,2011,11,26,0.44
10.77261,106.70421,2011,11,27,2.04
10.77261,106.70421,2011,11,28,1.04
10.77261,106.70421,2011,11,29,1.08
10.77261,106.70421,2011,11,30,0.08
10.77261,106.70421,2011,12,1,0
10.77261,106.70421,2011,12,2,0.4
10.77261,106.70421,2011,12,3,1.28
10.77261,106.70421,2011,12,4,1.52
10.77261,106.70421,2011,12,5,0
10.77261,106.70421,2011,12,6,0.2
10.77261,106.70421,2011,12,7,4.24
10.77261,106.70421,2011,12,8,12.08
10.77261,106.70421,2011,12,9,8.6
10.77261,106.70421,2011,12,10,0.04
10.77261,106.70421,2011,12,11,0
10.77261,106.70421,2011,12,12,0.36
10.77261,106.70421,2011,12,13,4.76
10.77261,106.70421,2011,12,14,18.08
10.77261,106.70421,2011,12,15,0.2
10.77261,106.70421,2011,12,16,0.36
10.77261,106.70421,2011,12,17,0
10.77261,106.70421,2011,12,18,0
10.77261,106.70421,2011,12,19,0
10.77261,106.70421,2011,12,20,1.28
10.77261,106.70421,2011,12,21,0.08
10.77261,106.70421,2011,12,22,0.04
10.77261,106.70421,2011,12,23,0
10.77261,106.70421,2011,12,24,0
10.77261,106.70421,2011,12,25,0
10.77261,106.70421,2011,12,26,0
10.77261,106.70421,2011,12,27,0.36
10.77261,106.70421,2011,12,28,1.92
10.77261,106.70421,2011,12,29,0.32
10.77261,106.70421,2011,12,30,0.64
10.77261,106.70421,2011,12,31,14.12
10.77261,106.70421,2012,1,1,0.08
10.77261,106.70421,2012,1,2,0.04
10.77261,106.70421,2012,1,3,0
10.77261,106.70421,2012,1,4,0
10.77261,106.70421,2012,1,5,0.04
10.77261,106.70421,2012,1,6,0
10.77261,106.70421,2012,1,7,0.4
10.77261,106.70421,2012,1,8,1.2
10.77261,106.70421,2012,1,9,2
10.77261,106.70421,2012,1,10,1.68
10.77261,106.70421,2012,1,11,1.32
10.77261,106.70421,2012,1,12,0.04
10.77261,106.70421,2012,1,13,0.04
10.77261,106.70421,2012,1,14,2.68
10.77261,106.70421,2012,1,15,0.64
10.77261,106.70421,2012,1,16,1.88
10.77261,106.70421,2012,1,17,68.8
10.77261,106.70421,2012,1,18,0.28
10.77261,106.70421,2012,1,19,0.08
10.77261,106.70421,2012,1,20,0.28
10.77261,106.70421,2012,1,21,0.08
10.77261,106.70421,2012,1,22,0
10.77261,106.70421,2012,1,23,4.6
10.77261,106.70421,2012,1,24,0
10.77261,106.70421,2012,1,25,1.2
10.77261,106.70421,2012,1,26,0.68
10.77261,106.70421,2012,1,27,0.08
10.77261,106.70421,2012,1,28,1.76
10.77261,106.70421,2012,1,29,5
10.77261,106.70421,2012,1,30,0.08
10.77261,106.70421,2012,1,31,0
10.77261,106.70421,2012,2,1,0
10.77261,106.70421,2012,2,2,0
10.77261,106.70421,2012,2,3,0
10.77261,106.70421,2012,2,4,0.04
10.77261,106.70421,2012,2,5,0
10.77261,106.70421,2012,2,6,0
10.77261,106.70421,2012,2,7,0
10.77261,106.70421,2012,2,8,0
10.77261,106.70421,2012,2,9,0
10.77261,106.70421,2012,2,10,0
10.77261,106.70421,2012,2,11,0
10.77261,106.70421,2012,2,12,0
10.77261,106.70421,2012,2,13,0.04
10.77261,106.70421,2012,2,14,0
10.77261,106.70421,2012,2,15,0
10.77261,106.70421,2012,2,16,4.64
10.77261,106.70421,2012,2,17,66.76
10.77261,106.70421,2012,2,18,0.88
10.77261,106.70421,2012,2,19,0.04
10.77261,106.70421,2012,2,20,0.04
10.77261,106.70421,2012,2,21,9.64
10.77261,106.70421,2012,2,22,221.96
10.77261,106.70421,2012,2,23,0
10.77261,106.70421,2012,2,24,0.04
10.77261,106.70421,2012,2,25,0
10.77261,106.70421,2012,2,26,0
10.77261,106.70421,2012,2,27,0
10.77261,106.70421,2012,2,28,0
10.77261,106.70421,2012,2,29,0.48
10.77261,106.70421,2012,3,1,0.88
10.77261,106.70421,2012,3,2,0
10.77261,106.70421,2012,3,3,0
10.77261,106.70421,2012,3,4,0
10.77261,106.70421,2012,3,5,0
10.77261,106.70421,2012,3,6,0.04
10.77261,106.70421,2012,3,7,0.04
10.77261,106.70421,2012,3,8,0.2
10.77261,106.70421,2012,3,9,2.24
10.77261,106.70421,2012,3,10,14.6
10.77261,106.70421,2012,3,11,1.08
10.77261,106.70421,2012,3,12,0.04
10.77261,106.70421,2012,3,13,0.48
10.77261,106.70421,2012,3,14,0.32
10.77261,106.70421,2012,3,15,32.56
10.77261,106.70421,2012,3,16,18.2
10.77261,106.70421,2012,3,17,0
10.77261,106.70421,2012,3,18,0.04
10.77261,106.70421,2012,3,19,0.32
10.77261,106.70421,2012,3,20,3
10.77261,106.70421,2012,3,21,48.84
10.77261,106.70421,2012,3,22,3.56
10.77261,106.70421,2012,3,23,5.04
10.77261,106.70421,2012,3,24,10.08
10.77261,106.70421,2012,3,25,0.88
10.77261,106.70421,2012,3,26,5
10.77261,106.70421,2012,3,27,2.44
10.77261,106.70421,2012,3,28,0.4
10.77261,106.70421,2012,3,29,0.36
10.77261,106.70421,2012,3,30,5.16
10.77261,106.70421,2012,3,31,25
10.77261,106.70421,2012,4,1,234.68
10.77261,106.70421,2012,4,2,45.64
10.77261,106.70421,2012,4,3,0.88
10.77261,106.70421,2012,4,4,0.28
10.77261,106.70421,2012,4,5,0.2
10.77261,106.70421,2012,4,6,0.24
10.77261,106.70421,2012,4,7,0
10.77261,106.70421,2012,4,8,0.2
10.77261,106.70421,2012,4,9,7.08
10.77261,106.70421,2012,4,10,74.36
10.77261,106.70421,2012,4,11,0.2
10.77261,106.70421,2012,4,12,0.08
10.77261,106.70421,2012,4,13,2.4
10.77261,106.70421,2012,4,14,0.08
10.77261,106.70421,2012,4,15,0.04
10.77261,106.70421,2012,4,16,0.32
10.77261,106.70421,2012,4,17,0.12
10.77261,106.70421,2012,4,18,0.08
10.77261,106.70421,2012,4,19,0.04
10.77261,106.70421,2012,4,20,1.44
10.77261,106.70421,2012,4,21,91.08
10.77261,106.70421,2012,4,22,0.12
10.77261,106.70421,2012,4,23,0.72
10.77261,106.70421,2012,4,24,8.16
10.77261,106.70421,2012,4,25,14.6
10.77261,106.70421,2012,4,26,36.36
10.77261,106.70421,2012,4,27,19.24
10.77261,106.70421,2012,4,28,21.08
10.77261,106.70421,2012,4,29,18.52
10.77261,106.70421,2012,4,30,16.84
10.77261,106.70421,2012,5,1,8.04
10.77261,106.70421,2012,5,2,2
10.77261,106.70421,2012,5,3,6.76
10.77261,106.70421,2012,5,4,2.52
10.77261,106.70421,2012,5,5,7.84
10.77261,106.70421,2012,5,6,83.6
10.77261,106.70421,2012,5,7,19.84
10.77261,106.70421,2012,5,8,6
10.77261,106.70421,2012,5,9,21.72
10.77261,106.70421,2012,5,10,0.96
10.77261,106.70421,2012,5,11,12.24
10.77261,106.70421,2012,5,12,13.76
10.77261,106.70421,2012,5,13,61.4
10.77261,106.70421,2012,5,14,31.8
10.77261,106.70421,2012,5,15,20.08
10.77261,106.70421,2012,5,16,28.56
10.77261,106.70421,2012,5,17,35.76
10.77261,106.70421,2012,5,18,5.4
10.77261,106.70421,2012,5,19,0.76
10.77261,106.70421,2012,5,20,0.32
10.77261,106.70421,2012,5,21,0.8
10.77261,106.70421,2012,5,22,2.72
10.77261,106.70421,2012,5,23,21.56
10.77261,106.70421,2012,5,24,10.76
10.77261,106.70421,2012,5,25,29.92
10.77261,106.70421,2012,5,26,50.8
10.77261,106.70421,2012,5,27,15.48
10.77261,106.70421,2012,5,28,4.2
10.77261,106.70421,2012,5,29,1.64
10.77261,106.70421,2012,5,30,0.96
10.77261,106.70421,2012,5,31,42.2
10.77261,106.70421,2012,6,1,173.44
10.77261,106.70421,2012,6,2,58.16
10.77261,106.70421,2012,6,3,3.28
10.77261,106.70421,2012,6,4,13.76
10.77261,106.70421,2012,6,5,23.96
10.77261,106.70421,2012,6,6,16.68
10.77261,106.70421,2012,6,7,7.48
10.77261,106.70421,2012,6,8,29.16
10.77261,106.70421,2012,6,9,30.4
10.77261,106.70421,2012,6,10,5.12
10.77261,106.70421,2012,6,11,28.72
10.77261,106.70421,2012,6,12,20.04
10.77261,106.70421,2012,6,13,0.08
10.77261,106.70421,2012,6,14,0.76
10.77261,106.70421,2012,6,15,8.6
10.77261,106.70421,2012,6,16,3.84
10.77261,106.70421,2012,6,17,5.56
10.77261,106.70421,2012,6,18,28.04
10.77261,106.70421,2012,6,19,0.96
10.77261,106.70421,2012,6,20,5.6
10.77261,106.70421,2012,6,21,16.32
10.77261,106.70421,2012,6,22,66.2
10.77261,106.70421,2012,6,23,0.6
10.77261,106.70421,2012,6,24,1.8
10.77261,106.70421,2012,6,25,0.2
10.77261,106.70421,2012,6,26,2.4
10.77261,106.70421,2012,6,27,28.24
10.77261,106.70421,2012,6,28,8.84
10.77261,106.70421,2012,6,29,21.32
10.77261,106.70421,2012,6,30,33.96
10.77261,106.70421,2012,7,1,24.04
10.77261,106.70421,2012,7,2,14.48
10.77261,106.70421,2012,7,3,104.48
10.77261,106.70421,2012,7,4,56.2
10.77261,106.70421,2012,7,5,6
10.77261,106.70421,2012,7,6,9.12
10.77261,106.70421,2012,7,7,20.16
10.77261,106.70421,2012,7,8,75.4
10.77261,106.70421,2012,7,9,91.44
10.77261,106.70421,2012,7,10,90.56
10.77261,106.70421,2012,7,11,80.36
10.77261,106.70421,2012,7,12,40.6
10.77261,106.70421,2012,7,13,14.76
10.77261,106.70421,2012,7,14,13.24
10.77261,106.70421,2012,7,15,24.56
10.77261,106.70421,2012,7,16,9.8
10.77261,106.70421,2012,7,17,31.88
10.77261,106.70421,2012,7,18,28.16
10.77261,106.70421,2012,7,19,11.24
10.77261,106.70421,2012,7,20,2.68
10.77261,106.70421,2012,7,21,6.12
10.77261,106.70421,2012,7,22,13.6
10.77261,106.70421,2012,7,23,2.96
10.77261,106.70421,2012,7,24,13.24
10.77261,106.70421,2012,7,25,32.04
10.77261,106.70421,2012,7,26,13.36
10.77261,106.70421,2012,7,27,3.84
10.77261,106.70421,2012,7,28,15.16
10.77261,106.70421,2012,7,29,19.12
10.77261,106.70421,2012,7,30,11.04
10.77261,106.70421,2012,7,31,11.96
10.77261,106.70421,2012,8,1,59.4
10.77261,106.70421,2012,8,2,10.8
10.77261,106.70421,2012,8,3,4.64
10.77261,106.70421,2012,8,4,11.72
10.77261,106.70421,2012,8,5,0.2
10.77261,106.70421,2012,8,6,3.2
10.77261,106.70421,2012,8,7,9.04
10.77261,106.70421,2012,8,8,2.28
10.77261,106.70421,2012,8,9,14.44
10.77261,106.70421,2012,8,10,0.24
10.77261,106.70421,2012,8,11,0.08
10.77261,106.70421,2012,8,12,0.08
10.77261,106.70421,2012,8,13,0.44
10.77261,106.70421,2012,8,14,3
10.77261,106.70421,2012,8,15,2.64
10.77261,106.70421,2012,8,16,25.08
10.77261,106.70421,2012,8,17,67.56
10.77261,106.70421,2012,8,18,1.76
10.77261,106.70421,2012,8,19,10.92
10.77261,106.70421,2012,8,20,1.12
10.77261,106.70421,2012,8,21,11.96
10.77261,106.70421,2012,8,22,13.76
10.77261,106.70421,2012,8,23,11
10.77261,106.70421,2012,8,24,5.32
10.77261,106.70421,2012,8,25,14.84
10.77261,106.70421,2012,8,26,6.4
10.77261,106.70421,2012,8,27,22.92
10.77261,106.70421,2012,8,28,34.96
10.77261,106.70421,2012,8,29,0.36
10.77261,106.70421,2012,8,30,0.84
10.77261,106.70421,2012,8,31,27.24
10.77261,106.70421,2012,9,1,143.24
10.77261,106.70421,2012,9,2,8.28
10.77261,106.70421,2012,9,3,5.08
10.77261,106.70421,2012,9,4,32.6
10.77261,106.70421,2012,9,5,101.2
10.77261,106.70421,2012,9,6,32.92
10.77261,106.70421,2012,9,7,21.88
10.77261,106.70421,2012,9,8,14.24
10.77261,106.70421,2012,9,9,44.36
10.77261,106.70421,2012,9,10,73.96
10.77261,106.70421,2012,9,11,13.12
10.77261,106.70421,2012,9,12,19.84
10.77261,106.70421,2012,9,13,38.48
10.77261,106.70421,2012,9,14,34.72
10.77261,106.70421,2012,9,15,73.76
10.77261,106.70421,2012,9,16,68.88
10.77261,106.70421,2012,9,17,30.56
10.77261,106.70421,2012,9,18,4.4
10.77261,106.70421,2012,9,19,11.6
10.77261,106.70421,2012,9,20,76.24
10.77261,106.70421,2012,9,21,28.48
10.77261,106.70421,2012,9,22,2.12
10.77261,106.70421,2012,9,23,4.32
10.77261,106.70421,2012,9,24,24.4
10.77261,106.70421,2012,9,25,44.28
10.77261,106.70421,2012,9,26,58.12
10.77261,106.70421,2012,9,27,83.16
10.77261,106.70421,2012,9,28,81.92
10.77261,106.70421,2012,9,29,25.64
10.77261,106.70421,2012,9,30,79.76
10.77261,106.70421,2012,10,1,174.04
10.77261,106.70421,2012,10,2,35.8
10.77261,106.70421,2012,10,3,199.24
10.77261,106.70421,2012,10,4,30.08
10.77261,106.70421,2012,10,5,97.44
10.77261,106.70421,2012,10,6,32.96
10.77261,106.70421,2012,10,7,39.6
10.77261,106.70421,2012,10,8,11.88
10.77261,106.70421,2012,10,9,62.76
10.77261,106.70421,2012,10,10,22
10.77261,106.70421,2012,10,11,8.2
10.77261,106.70421,2012,10,12,28.52
10.77261,106.70421,2012,10,13,107.96
10.77261,106.70421,2012,10,14,74.16
10.77261,106.70421,2012,10,15,0.24
10.77261,106.70421,2012,10,16,15.4
10.77261,106.70421,2012,10,17,3.32
10.77261,106.70421,2012,10,18,0.04
10.77261,106.70421,2012,10,19,0.04
10.77261,106.70421,2012,10,20,1.52
10.77261,106.70421,2012,10,21,0.68
10.77261,106.70421,2012,10,22,25.24
10.77261,106.70421,2012,10,23,19.08
10.77261,106.70421,2012,10,24,16.48
10.77261,106.70421,2012,10,25,43.56
10.77261,106.70421,2012,10,26,0.04
10.77261,106.70421,2012,10,27,0.08
10.77261,106.70421,2012,10,28,0.52
10.77261,106.70421,2012,10,29,2.28
10.77261,106.70421,2012,10,30,8.68
10.77261,106.70421,2012,10,31,0.44
10.77261,106.70421,2012,11,1,3.04
10.77261,106.70421,2012,11,2,33.44
10.77261,106.70421,2012,11,3,2.96
10.77261,106.70421,2012,11,4,97.8
10.77261,106.70421,2012,11,5,2.36
10.77261,106.70421,2012,11,6,0.68
10.77261,106.70421,2012,11,7,1.88
10.77261,106.70421,2012,11,8,9.96
10.77261,106.70421,2012,11,9,2.68
10.77261,106.70421,2012,11,10,4.56
10.77261,106.70421,2012,11,11,10.64
10.77261,106.70421,2012,11,12,3
10.77261,106.70421,2012,11,13,5.12
10.77261,106.70421,2012,11,14,19.24
10.77261,106.70421,2012,11,15,50.52
10.77261,106.70421,2012,11,16,17.24
10.77261,106.70421,2012,11,17,25.24
10.77261,106.70421,2012,11,18,9.4
10.77261,106.70421,2012,11,19,6.64
10.77261,106.70421,2012,11,20,9.24
10.77261,106.70421,2012,11,21,1.64
10.77261,106.70421,2012,11,22,3.28
10.77261,106.70421,2012,11,23,24.56
10.77261,106.70421,2012,11,24,16.84
10.77261,106.70421,2012,11,25,4.08
10.77261,106.70421,2012,11,26,14.6
10.77261,106.70421,2012,11,27,2.32
10.77261,106.70421,2012,11,28,3.36
10.77261,106.70421,2012,11,29,1.12
10.77261,106.70421,2012,11,30,1.44
10.77261,106.70421,2012,12,1,0
10.77261,106.70421,2012,12,2,0
10.77261,106.70421,2012,12,3,0
10.77261,106.70421,2012,12,4,0
10.77261,106.70421,2012,12,5,0
10.77261,106.70421,2012,12,6,0.04
10.77261,106.70421,2012,12,7,0.16
10.77261,106.70421,2012,12,8,0.6
10.77261,106.70421,2012,12,9,0
10.77261,106.70421,2012,12,10,0
10.77261,106.70421,2012,12,11,0
10.77261,106.70421,2012,12,12,0
10.77261,106.70421,2012,12,13,3.76
10.77261,106.70421,2012,12,14,7.84
10.77261,106.70421,2012,12,15,0.08
10.77261,106.70421,2012,12,16,0
10.77261,106.70421,2012,12,17,0
10.77261,106.70421,2012,12,18,0
10.77261,106.70421,2012,12,19,0
10.77261,106.70421,2012,12,20,0
10.77261,106.70421,2012,12,21,0.04
10.77261,106.70421,2012,12,22,0.8
10.77261,106.70421,2012,12,23,1.84
10.77261,106.70421,2012,12,24,0
10.77261,106.70421,2012,12,25,0
10.77261,106.70421,2012,12,26,11.36
10.77261,106.70421,2012,12,27,9.64
10.77261,106.70421,2012,12,28,0.48
10.77261,106.70421,2012,12,29,5.04
10.77261,106.70421,2012,12,30,0.04
10.77261,106.70421,2012,12,31,0
10.77261,106.70421,2013,1,1,0.12
10.77261,106.70421,2013,1,2,0
10.77261,106.70421,2013,1,3,0.04
10.77261,106.70421,2013,1,4,2.12
10.77261,106.70421,2013,1,5,8.64
10.77261,106.70421,2013,1,6,25.68
10.77261,106.70421,2013,1,7,16.36
10.77261,106.70421,2013,1,8,0.72
10.77261,106.70421,2013,1,9,1.76
10.77261,106.70421,2013,1,10,2.8
10.77261,106.70421,2013,1,11,1.52
10.77261,106.70421,2013,1,12,0
10.77261,106.70421,2013,1,13,0
10.77261,106.70421,2013,1,14,0
10.77261,106.70421,2013,1,15,0
10.77261,106.70421,2013,1,16,0
10.77261,106.70421,2013,1,17,0.4
10.77261,106.70421,2013,1,18,0.04
10.77261,106.70421,2013,1,19,0
10.77261,106.70421,2013,1,20,0
10.77261,106.70421,2013,1,21,0
10.77261,106.70421,2013,1,22,0
10.77261,106.70421,2013,1,23,0
10.77261,106.70421,2013,1,24,0
10.77261,106.70421,2013,1,25,0
10.77261,106.70421,2013,1,26,0
10.77261,106.70421,2013,1,27,0
10.77261,106.70421,2013,1,28,0
10.77261,106.70421,2013,1,29,0.04
10.77261,106.70421,2013,1,30,0
10.77261,106.70421,2013,1,31,0
10.77261,106.70421,2013,2,1,0
10.77261,106.70421,2013,2,2,0
10.77261,106.70421,2013,2,3,0
10.77261,106.70421,2013,2,4,0
10.77261,106.70421,2013,2,5,0
10.77261,106.70421,2013,2,6,0
10.77261,106.70421,2013,2,7,0
10.77261,106.70421,2013,2,8,0
10.77261,106.70421,2013,2,9,0
10.77261,106.70421,2013,2,10,0
10.77261,106.70421,2013,2,11,0
10.77261,106.70421,2013,2,12,0
10.77261,106.70421,2013,2,13,0
10.77261,106.70421,2013,2,14,0
10.77261,106.70421,2013,2,15,0
10.77261,106.70421,2013,2,16,0
10.77261,106.70421,2013,2,17,0
10.77261,106.70421,2013,2,18,0
10.77261,106.70421,2013,2,19,0
10.77261,106.70421,2013,2,20,0
10.77261,106.70421,2013,2,21,0.8
10.77261,106.70421,2013,2,22,8.28
10.77261,106.70421,2013,2,23,1.16
10.77261,106.70421,2013,2,24,16.04
10.77261,106.70421,2013,2,25,0.36
10.77261,106.70421,2013,2,26,0.04
10.77261,106.70421,2013,2,27,0
10.77261,106.70421,2013,2,28,0
10.77261,106.70421,2013,3,1,0
10.77261,106.70421,2013,3,2,0
10.77261,106.70421,2013,3,3,0
10.77261,106.70421,2013,3,4,0.2
10.77261,106.70421,2013,3,5,0
10.77261,106.70421,2013,3,6,0
10.77261,106.70421,2013,3,7,0
10.77261,106.70421,2013,3,8,0
10.77261,106.70421,2013,3,9,0
10.77261,106.70421,2013,3,10,0.12
10.77261,106.70421,2013,3,11,0
10.77261,106.70421,2013,3,12,0
10.77261,106.70421,2013,3,13,0
10.77261,106.70421,2013,3,14,0
10.77261,106.70421,2013,3,15,1.84
10.77261,106.70421,2013,3,16,0.48
10.77261,106.70421,2013,3,17,0.08
10.77261,106.70421,2013,3,18,0
10.77261,106.70421,2013,3,19,0
10.77261,106.70421,2013,3,20,0
10.77261,106.70421,2013,3,21,0
10.77261,106.70421,2013,3,22,0
10.77261,106.70421,2013,3,23,0
10.77261,106.70421,2013,3,24,0
10.77261,106.70421,2013,3,25,0
10.77261,106.70421,2013,3,26,0
10.77261,106.70421,2013,3,27,0
10.77261,106.70421,2013,3,28,0
10.77261,106.70421,2013,3,29,0
10.77261,106.70421,2013,3,30,0.16
10.77261,106.70421,2013,3,31,0.04
10.77261,106.70421,2013,4,1,0.28
10.77261,106.70421,2013,4,2,0.28
10.77261,106.70421,2013,4,3,0.04
10.77261,106.70421,2013,4,4,0.28
10.77261,106.70421,2013,4,5,9.36
10.77261,106.70421,2013,4,6,0.28
10.77261,106.70421,2013,4,7,6.52
10.77261,106.70421,2013,4,8,23.36
10.77261,106.70421,2013,4,9,2.12
10.77261,106.70421,2013,4,10,22.24
10.77261,106.70421,2013,4,11,11.08
10.77261,106.70421,2013,4,12,5.6
10.77261,106.70421,2013,4,13,28.28
10.77261,106.70421,2013,4,14,2.44
10.77261,106.70421,2013,4,15,11.12
10.77261,106.70421,2013,4,16,0.08
10.77261,106.70421,2013,4,17,0.72
10.77261,106.70421,2013,4,18,1.56
10.77261,106.70421,2013,4,19,0.72
10.77261,106.70421,2013,4,20,4.36
10.77261,106.70421,2013,4,21,10.16
10.77261,106.70421,2013,4,22,5.24
10.77261,106.70421,2013,4,23,12.84
10.77261,106.70421,2013,4,24,0.2
10.77261,106.70421,2013,4,25,0.28
10.77261,106.70421,2013,4,26,6
10.77261,106.70421,2013,4,27,0.08
10.77261,106.70421,2013,4,28,1.04
10.77261,106.70421,2013,4,29,8.08
10.77261,106.70421,2013,4,30,0.24
10.77261,106.70421,2013,5,1,10.56
10.77261,106.70421,2013,5,2,7.36
10.77261,106.70421,2013,5,3,0.24
10.77261,106.70421,2013,5,4,4.4
10.77261,106.70421,2013,5,5,11.56
10.77261,106.70421,2013,5,6,3.16
10.77261,106.70421,2013,5,7,5.2
10.77261,106.70421,2013,5,8,1.96
10.77261,106.70421,2013,5,9,0.96
10.77261,106.70421,2013,5,10,8.68
10.77261,106.70421,2013,5,11,11.56
10.77261,106.70421,2013,5,12,89.72
10.77261,106.70421,2013,5,13,6.56
10.77261,106.70421,2013,5,14,4.2
10.77261,106.70421,2013,5,15,26.76
10.77261,106.70421,2013,5,16,7.72
10.77261,106.70421,2013,5,17,20.24
10.77261,106.70421,2013,5,18,8.8
10.77261,106.70421,2013,5,19,112.96
10.77261,106.70421,2013,5,20,16
10.77261,106.70421,2013,5,21,0.48
10.77261,106.70421,2013,5,22,1.88
10.77261,106.70421,2013,5,23,5.56
10.77261,106.70421,2013,5,24,5.24
10.77261,106.70421,2013,5,25,4.56
10.77261,106.70421,2013,5,26,2.56
10.77261,106.70421,2013,5,27,1.8
10.77261,106.70421,2013,5,28,2.56
10.77261,106.70421,2013,5,29,4.16
10.77261,106.70421,2013,5,30,2.2
10.77261,106.70421,2013,5,31,10.76
10.77261,106.70421,2013,6,1,5.24
10.77261,106.70421,2013,6,2,26.52
10.77261,106.70421,2013,6,3,17.24
10.77261,106.70421,2013,6,4,81.28
10.77261,106.70421,2013,6,5,26.84
10.77261,106.70421,2013,6,6,3.44
10.77261,106.70421,2013,6,7,44.48
10.77261,106.70421,2013,6,8,8.32
10.77261,106.70421,2013,6,9,29.64
10.77261,106.70421,2013,6,10,14.28
